,Unnamed: 0,address,building,unit,level,room,用户地址,楼,单元,层,房间
5877,5877,莱蒙·水榭春天6期(b区2栋19a),2栋,,19,19a,莱蒙·水榭春天6期 (B区2栋19A),2栋,,19,a
5878,5878,民乐一区-40栋(604),40栋,,6,604,民乐一区-40栋 (604),40栋,,6,604
5879,5879,星河world-g座(g座5楼),g座,,5,,星河WORLD-G座 (G座5楼),g座,,5,
5880,5880,龙岸花园一期停车场(1栋4f),1栋,,4,4f,龙岸花园一期停车场 (1栋4F),1栋,,4,f
5881,5881,1985园中园-3号楼(1985园中园3栋206),3号楼|3栋,,2,206,1985园中园-3号楼 (1985园中园3栋206),3栋,,2,206
5882,5882,潜龙鑫茂花园b区(b1栋三单元8d),b1栋,三单元,8,8d,潜龙鑫茂花园B区 (b1栋三单元8D),b1栋,三单元,8,d
5883,5883,卧龙居(4楼418),,,4楼,418,卧龙居 (4楼418),,,4楼,418
5884,5884,溪山(12栋b单元20d),12栋,b单元,20,20d,溪山 (12栋B单元20D),12栋,b单元,20,d
5885,5885,丰泽湖山庄12栋(一单元901),12栋,一单元,9,901,丰泽湖山庄12栋 (一单元901),12栋,1单元,9,901
5886,5886,淘金地电子商务孵化基地(b座707室),b座,,7,707,淘金地电子商务孵化基地 (B座707室),b座,,7,707室
5887,5887,龙华天虹购物中心(l1迪奥对面追觅),,,l1,迪奥对面追觅,龙华天虹购物中心 (L1迪奥对面追觅),,,,
5888,5888,金西城工业园(1栋3楼),1栋,,3,,金西城工业园 (1栋3楼),1栋,,3楼,
5889,5889,坂田悠家六号公馆(1202),,,12,1202,坂田悠家六号公馆 (1202),,,12,1202
5890,5890,万科和风轩一期-e栋(e2104（过横岭村四区直行进来有大门）),e栋,,21,e2104,万科和风轩一期-E栋 (E2104（过横岭村四区直行进来有大门）),e栋,,21,2104
5891,5891,绿城科技园(c栋205),c栋,,2,205,绿城科技园 (c栋205),c栋,,2,205
5892,5892,创意大厦(创意大厦402室),,,4,402室,创意大厦 (创意大厦402室),,,4,402
5893,5893,银星智界二期-1号楼(银星智界二期1号楼a座1601室),1号楼|a座,,16,1601室,银星智界二期-1号楼 (银星智界二期1号楼A座1601室),一号楼a座,,16,1601室
5894,5894,璞誉府2-a栋(璞誉府2a栋1207),a栋,,12,1207,璞誉府2-A栋 (璞誉府2A栋1207),2a栋,,12,1207
5895,5895,1985园中园(8号综合楼202),综合楼,,2,02,1985园中园 (8号综合楼202),8号楼,,2,202
5896,5896,景尚公馆(135栋711),135栋,,7,711,景尚公馆 (135栋711),135栋,,7,711
5897,5897,秋瑞大厦(1303),,,13,1303,秋瑞大厦 (1303),,,13,1303
5898,5898,横岭四区(66栋1301室),66栋,,13,1301,横岭四区 (66栋1301室),66栋,,13,1301
5899,5899,深圳环金科技有限公司,,,,,深圳环金科技有限公司,,,,
5900,5900,五洲电商基地(4楼b区-a4008号-众城传媒),,,,a4008号-众城传媒,五洲电商基地 (4楼B区-A4008号-众城传媒),,,,
5901,5901,南景新村-a栋(a14栋1204),a栋|a14栋,,12,1204,南景新村-A栋 (A14栋1204),a14栋,,12,1204
5902,5902,鸿荣源.天俊公寓-d栋(3012送上楼，谢谢),d栋,,30,12,鸿荣源.天俊公寓-D栋 (3012 送上楼，谢谢),d栋,,30,3012
5903,5903,深圳星河吉酒店，臻品之选(1008),,,10,08,深圳星河吉酒店，臻品之选 (1008),,,10,1008
5904,5904,民乐统建楼(1栋8楼8e),1栋,,8楼,8e,民乐统建楼 (1栋8楼8E),1栋,,8楼,e
5905,5905,香林世纪华府(香林世纪华府1栋2单元1804),1栋,2单元,18,1804,香林世纪华府 (香林世纪华府1栋2单元1804),1栋,2单元,18,1804
5906,5906,驿尔丰酒店(深圳坂田五和地铁站店)(6楼609),,,6,609,驿尔丰酒店(深圳坂田五和地铁站店) (6楼609),,,6楼,609
5907,5907,南坑北四巷(四巷五号),,,,四巷五号,南坑北四巷 (四巷五号),,,,
5908,5908,坂田国际中心(h栋创寓310),h栋,创寓,3,310,坂田国际中心 (H栋创寓310),h栋,,3,310
5909,5909,阳光城-b栋(709),b栋,,7,709,阳光城-B栋 (709),b栋,,7,709
5910,5910,鸿荣源.天俊公寓-d栋(1212房),d栋,,12,1212,鸿荣源.天俊公寓-D栋 (1212房),d栋,,12,1212房
5911,5911,星河丹堤花园c区-17栋(c区1702),17栋,,17,1702,星河丹堤花园C区-17栋 (C区1702),17栋,,17,1702
5912,5912,星河world-g座(1楼),g座,,1,,星河WORLD-G座 (1楼),g座,,1楼,
5913,5913,星河盛世-a6栋(2801),a6栋,,28,2801,星河盛世-A6栋 (2801),a6栋,,28,2801
5914,5914,深国际万科和雅轩(1栋a座3902),1栋|a座,,39,02,深国际万科和雅轩 (1栋 A座3902),1栋a座,,39,3902
5915,5915,创兴时代-b2座(1809),b2座,,18,09,创兴时代-B2座 (1809),b2座,,18,1809
5916,5916,恒明湾创汇中心-5号楼(五栋c座412),5号楼|五栋,,4,412,恒明湾创汇中心-5号楼 (五栋C座412),5栋c座,,4,412
5917,5917,御珑苑-26号楼(御珑苑26号铺),26号楼,,,26号铺,御珑苑-26号楼 (御珑苑26号铺),26号楼,,,
5918,5918,家和盛世(阿曼尼),,,,阿曼尼,家和盛世 (阿曼尼),,,,
5919,5919,shareit些几手作(清林东路98号些几手作),,,,,Share it些几手作 (清林东路98号些几手作),,,,
5920,5920,泊寓民治小学公社(塘水围新村3区魏民诊所右边卡口进，泊寓1604门口),,,,,泊寓民治小学公社 (塘水围新村3区魏民诊所右边卡口进，泊寓1604门口),,,16,1604
5921,5921,大城·梦享家酒店式公寓(龙华元芬地铁站店)(a80栋1406),a80栋,,14,06,大城·梦享家酒店式公寓(龙华元芬地铁站店) (A80栋1406),a80栋,,14,1406
5922,5922,金地梅陇镇(8栋2单元4c),8栋,2单元,4,c,金地梅陇镇 (8栋2单元4C),8栋,2单元,4,c
5923,5923,本丰写字楼(本丰写字楼五楼),,,5,,本丰写字楼 (本丰写字楼五楼),,,五楼,
5924,5924,桂香社区工作站(403),,,,403,桂香社区工作站 (403),,,4,403
5925,5925,创业花园-133栋(505),133栋,,5,505,创业花园-133栋 (505),133栋,,5,505
5926,5926,大运城邦二期(8栋1单元904),8栋,1单元,9,04,大运城邦二期 (8栋1单元904),8栋,1单元,9,904
5927,5927,华为荔枝苑东区-西门(f51004),,西门,10,04,华为荔枝苑东区-西门 (f5 1004),f5栋,,10,1004
5929,5929,红盒子创意园-a栋(a1栋4楼d05),a1栋,,4,d05,红盒子创意园-A栋 (A1栋4楼D05),a栋|a1栋,,4楼,d05
5930,5930,新翠雅苑(5b1001),,,10,01,新翠雅苑 (5B1001),5b,,10,1001
5931,5931,江南大厦(江南大厦616室（601-16）),,,6,616室（601-16）,江南大厦 (江南大厦616室（601-16）),,,6,616
5932,5932,横岭村四区13栋(myhome公寓3a),13栋,3a,,,横岭村四区13栋 (my home 公寓3A),13栋,,3,a
5933,5933,龙塘村北九巷-3栋(实际地址：龙塘村北九巷2栋（501）),3栋|2栋,,5,501,龙塘村北九巷-3栋 (实际地址：龙塘村北九巷2栋（501）),3栋|2栋,,5,501
5934,5934,微棠逸秀新村-d1栋(104),d1栋,,1,104,微棠逸秀新村-D1栋 (104),d1栋,,1,104
5935,5935,链家(龙华九方购物中心店)(1077（链家）),,,10,77（链家）,链家(龙华九方购物中心店) (1077（链家）),,,10,1077
5936,5936,中航天逸-a5栋(3104),a5栋,,31,3104,中航天逸-A5栋 (3104),a5栋,,31,3104
5937,5937,川渝面馆(沙吓新村店)(沙吓新村107栋804),107栋,,8,804,川渝面馆(沙吓新村店) (沙吓新村107栋804),107栋,,8,804
5938,5938,创业花园-199号楼(905),199号楼,,9,905,创业花园-199号楼 (905),199号楼,,9,905
5939,5939,民乐科技大厦-3号楼(202),3号楼,,2,202,民乐科技大厦-3号楼 (202),3号楼,,2,202
5940,5940,城市山海中心(a栋511),a栋,,5,511,城市山海中心 (A栋511),a栋,,5,511
5941,5941,星河worldtowere(e座),e座,,,,星河WORLDTOWERE (E座),e座,,,
5942,5942,hbc汇隆中心-2号楼(39楼),2号楼,,39,,HBC汇隆中心-2号楼 (39楼),2号楼,,39楼,
5943,5943,龙光·玖钻4e(1111),,,11,1111,龙光·玖钻4E (1111),4e,,11,1111
5944,5944,星河world（二期）-东南出入口(d栋1204问渠),d栋,,12,1204,星河WORLD（二期）-东南出入口 (D栋 1204 问渠),d栋,,12,1204
5945,5945,银桦苑(a602),,,6,02,银桦苑 (A602),a 栋,,6,602
5946,5946,龙华名车广场(4楼2号欧普公司),,,4,4楼2号欧普公司,龙华名车广场 (4楼 2号 欧普公司),,,4,
5947,5947,港铁天颂(b7-405),,,4,05,港铁天颂 (b7-405),b7,,4,405
5948,5948,大族云峰(5栋b座2806),5栋|b座,,28,2806,大族云峰 (5栋B座2806),5栋b座,,28,2806
5949,5949,星河world·银湖谷(9栋607),9栋,,6,07,星河WORLD·银湖谷 (9栋607),9栋,,,607
5950,5950,龙华名车广场(二楼百慕达车行),,,2,百慕达车行,龙华名车广场 (二楼百慕达车行),,,二楼,
5951,5951,横岭4区-136栋(206),136栋,,2,06,横岭4区-136栋 (206),136栋,,2,206
5952,5952,溪山美地(溪山美地11栋a座4ef),11栋|a座,,4,4ef,溪山美地 (溪山美地11栋A座4EF),11栋a座,,4,ef
5953,5953,六维商务中心-c栋(2楼222),c栋,,2,222,六维商务中心-C栋 (2楼222),c栋,,2楼,222
5954,5954,星河丹堤b区-3栋(二单元101),3栋,二单元,1,101,星河丹堤B区-3栋 (二单元101),3栋,二单元,1,101
5955,5955,文海公寓(五和大道73-4文海公寓501),,,5,501,文海公寓 (五和大道73-4文海公寓501),,,5,501
5956,5956,星河world·cocopark(b座2301),b座,,23,2301,星河WORLD·COCOpark (B座2301),b座,,23,2301
5957,5957,红山府(13b栋1310室),13b栋,,13,1310,红山府 (13B栋1310室),13b栋,,13,1310
5958,5958,春花四季园38栋(2单元7b),38栋,2单元,7,7b,春花四季园38栋 (2单元7B),38栋,2单元,7,b
5959,5959,吉祥来花园(东南门)(祥华阁901),祥华阁,,9,01,吉祥来花园(东南门) (祥华阁901),,,9,901
5960,5960,华侨新村(中裕冠大道)(27栋),27栋,,,,华侨新村(中裕冠大道) (27栋),27栋,,,
5961,5961,汇龙湾(一栋b单元3102),一栋,,31,3102,汇龙湾 (一栋B单元3102),1栋,b单元,31,3102
5962,5962,金地龙城中央三期-3b栋(3b503),3b栋,,5,503,金地龙城中央三期-3B栋 (3B503),3b栋,,5,503
5963,5963,深圳市柠檬树科技有限公司-1号楼(南坑区水库路2号一栋5楼),1号楼,,5,,深圳市柠檬树科技有限公司-1号楼 (南坑区水库路2号一栋5楼),1号楼,,5楼,
5964,5964,风和日丽1期(23栋4单元508),23栋,4单元,5,08,风和日丽1期 (23栋4单元508),23栋,4单元,5,508
5965,5965,东海王大厦-e栋(705),e栋,,7,05,东海王大厦-E栋 (705),e栋,,7,705
5966,5966,深圳市龙岗区妇幼保健院(医院出口位置),,,,,深圳市龙岗区妇幼保健院 (医院出口位置),,,,
5967,5967,万科时代广场v寓3栋-a座(深圳龙岗区龙翔大道万科时代广场3栋a座2502),3栋|a座,,25,2502,万科时代广场V寓3栋-A座 (深圳龙岗区龙翔大道万科时代广场3栋A座2502),3栋,a座,25,2502
5968,5968,信义嘉御山(7栋1801),7栋,,18,1801,信义嘉御山 (7栋1801),7栋,,18,1801
5969,5969,合景万景峰-30号楼(30号426),30号楼,,30,426,合景万景峰-30号楼 (30号426),30号楼,,4,426
5970,5970,华侨新苑(4号楼14b),4号楼,,14,14b,华侨新苑 (4号楼14B),4号楼,,14,b
5971,5971,风临域(1栋a单元1704室),1栋,a单元,17,1704,风临域 (1栋A单元1704室),1栋,a单元,,1704
5972,5972,华业玫瑰四季馨园2期(1栋3单元26c),1栋,3单元,2,26c,华业玫瑰四季馨园2期 (1栋3单元26c),1栋,3单元,26,26
5973,5973,龙光·玖钻南期-5c栋(3811),5c栋,,38,11,龙光·玖钻南期-5C栋 (3811),5c栋,,38,3811
5974,5974,华景乐园(301),,,3,01,华景乐园 (301),,,3,301
5975,5975,星河worldc座(3楼麻烦送到2楼打电话给我下来拿),,,3,,星河WORLDC座 (3楼  麻烦送到2楼打电话给我下来拿),,,2楼,
5976,5976,星河传奇(1期)(1a3802),,,38,3802,星河传奇(1期) (1A3802),1a,,38,3802
5977,5977,肉祭烧肉一番(星河world·cocopark店)(a01),,,,,肉祭烧肉一番(星河WORLD·COCO Park店) (A01),a座,,,1
5978,5978,民乐澳门新村-106栋(1205),106栋,,12,1205,民乐澳门新村-106栋 (1205),106栋,,12,1205
5979,5979,兰亭公寓b栋(107),b栋,,1,107,兰亭公寓B栋 (107),b栋,,1,107
5980,5980,梅龙阁(深圳市龙华区梅林检查站西侧梅龙阁a栋27f),a栋,,27,f,梅龙阁 (深圳市龙华区梅林检查站西侧梅龙阁a栋27f),a栋,,27,f
5981,5981,西头新村d区(15栋510),15栋,,5,510,西头新村D区 (15栋510),15栋,,5,510
5982,5982,民乐科技园c栋(二楼205),c栋,,2,205,民乐科技园C栋 (二楼205),c栋,,二楼,205
5983,5983,龙润大厦(805),,,8,805,龙润大厦 (805),,,8,805
5984,5984,万科第五园3期(文华府n),,,,,万科第五园3期 (文华府N),,,,
5985,5985,彩福旅馆(深圳市龙岗区坂田永香路二巷二号楼4021),二号楼,,4,4021,彩福旅馆 (深圳市龙岗区坂田永香路二巷二号楼4021),二号楼,,40,4021
5986,5986,阳光第五季(迎春阁2单元9a),迎春阁,2单元,9,9a,阳光第五季 (迎春阁2单元9A),,2单元,9,a
5987,5987,绿景公馆1866(北区)(d2栋13b),d2栋,13,,13b,绿景公馆1866(北区) (D2栋13B),d2栋,,13,b
5988,5988,合正中央原著-北区-5号楼-1单元(10c),5号楼,1单元,,10c,合正中央原著-北区-5号楼-1单元 (10C),5号楼,1单元,10,c
5990,5990,星河world-d座(1405),d座,,14,1405,星河WORLD-D座 (1405),d座,,14,1405
5991,5991,龙光玖钻(3c栋2428),3c栋,,24,2428,龙光玖钻 (3C栋2428),3c栋,,24,2428
5992,5992,万科天誉花园2期(6栋a单元12楼1202室),6栋,a单元,12楼,1202室,万科天誉花园2期 (6栋A单元12楼1202室),6栋,a单元,12,1202
5993,5993,星河郡寓(深圳雅宝店)(3001),,,30,3001,星河郡寓(深圳雅宝店) (3001),,,30,3001
5994,5994,万科国际天誉a幢-a1单元(1单元3301),,a1单元,33,01,万科国际天誉A幢-a1单元 (1单元3301),a栋,1单元,33,3301
5995,5995,1970文化创意产业园(c栋411),c栋,,4,411,1970文化创意产业园 (c栋411),c栋,,4,411
5996,5996,莱蒙·水榭春天1期(2栋水仙苑-10a),2栋,水仙苑,10,10a,莱蒙·水榭春天1期 (2栋水仙苑-10A),2栋,,10,a
5997,5997,城市山海中心-b栋(401),b栋,,4,401,城市山海中心-B栋 (401),b栋,,4,401
5998,5998,家和花园南区4栋(4栋三单元409（放门口不要按门铃，放门口),4栋,三单元,4,409,家和花园南区4栋 (4栋三单元409（放门口不要按门铃，放门口),4栋,三单元,4,409
5999,5999,民乐一区199-5号(803),,,8,199-5号,民乐一区199-5号 (803),,,8,803
6000,6000,星河world-f座(2306),f座,,23,6,星河WORLD-F座 (2306),f座,,23,2306
6001,6001,深港公寓(712),,,7,12,深港公寓 (712),,,7,712
6002,6002,星河银湖谷-2栋(1001),2栋,,10,01,星河银湖谷-2栋 (1001),2栋,,10,1001
6003,6003,东边商务大楼(5楼5038(可以送上楼)),,,5楼,5038,东边商务大楼 (5楼5038(可以送上楼)),,,5楼,5038
6004,6004,海沙邮政代办所(楼上404（放门口谢谢）),,,4,,海沙邮政代办所 (楼上404（放门口谢谢）),,,4,404
6005,6005,华业玫瑰四季花园2期-1号楼-2单元(5c),1号楼,2单元,,5c,华业玫瑰四季花园2期-1号楼-2单元 (5C),1号楼,2单元,5,c
6006,6006,龙光玖钻(龙光玖钻北丙期3b座2303),3b座,,23,2303,龙光玖钻 (龙光玖钻北丙期3B座2303),3b座,,23,2303
6007,6007,万科·天誉1期(1栋a座1501),1栋|a座,,15,01,万科·天誉1期 (1栋A座1501),1栋a座,,15,1501
6008,6008,横岭4区(44栋302),44栋,,3,302,横岭4区 (44栋302),44栋,,3,302
6009,6009,金地梅陇镇(17栋5单元8e),17栋,,8,8e,金地梅陇镇 (17栋5单元8E),17栋,5单元,8,e
6010,6010,民乐新村79栋(1204),79栋,,12,1204,民乐新村79栋 (1204),79栋,,12,1204
6011,6011,佳兆业城市更新五和枢纽公司(7号),7号,,,,佳兆业城市更新五和枢纽公司 (7号),,,,7号
6012,6012,华晖瑞禧(1c2201放门口),,,22,01放门口,华晖瑞禧 (1c2201放门口),1c,,22,2201
6013,6013,溪山美地(4栋22ab),4栋,22ab,,,溪山美地 (4栋22AB),4栋,,22,ab
6014,6014,民乐翠园-10栋(4单元414),10栋,4单元,4,414,民乐翠园-10栋 (4单元414),10栋,4单元,4,414
6015,6015,华业玫瑰四季2期(3栋1单元26b),3栋,,26,26b,华业玫瑰四季2期 (3栋1单元26B),3栋,1单元,26,b
6016,6016,星河郡寓(深圳雅宝店)(星河郡寓308室),,,3,308,星河郡寓(深圳雅宝店) (星河郡寓308室),,,3,308室
6017,6017,金地上塘道二期-9栋(2单元24b),9栋,2单元,2,24b,金地上塘道二期-9栋 (2单元24B),9栋,2单元,24,b
6018,6018,华晖瑞禧(2c2502),,,25,2502,华晖瑞禧 (2C2502),2c,,25,2502
6019,6019,横岭4区-西北门(11栋609),11栋,,6,609,横岭4区-西北门 (11栋609),11栋,,6,609
6020,6020,manse公寓(806),,,8,806,MANSE公寓 (806),,,8,806
6021,6021,旭源大厦(12楼),,,12,,旭源大厦 (12楼),,,12,
6022,6022,星河world-b栋(星河worldb座取餐柜),b栋,,,b座取餐柜,星河WORLD-B栋 (星河WORLD B座取餐柜),b栋,,,
6023,6023,华业玫瑰四季ⅰ期(2栋1座1单元26b),2栋|1座,1单元,2,26b,华业玫瑰四季Ⅰ期 (2栋1座1单元26B),2栋1座,1单元,26,b
6024,6024,上丰花园-3栋-b单元(1601),3栋,b单元,,1601,上丰花园-3栋-b单元 (1601),3栋,b单元,16,1601
6025,6025,鹏展商务宾馆(深圳坂田五和店)(二楼224),,,2,224,鹏展商务宾馆(深圳坂田五和店) (二楼224),,,二楼,224
6026,6026,松仔园一区-24号楼(1001),24号楼,,10,01,松仔园一区-24号楼 (1001),24号楼,,10,1001
6027,6027,民乐一区199-6号(蒸饭馆楼下门601),,,6,601,民乐一区199-6号 (蒸饭馆楼下门601),,,6,601
6028,6028,壹城中心六区-2栋(2501),2栋,,25,2501,壹城中心六区-2栋 (2501),2栋,,25,2501
6029,6029,韵达速递(五和路五巷店)(五和路七巷2号208),,,2,208,韵达速递(五和路五巷店) (五和路七巷2号208),,,2,208
6030,6030,万科四季花城五期玉兰苑(b座301),b座,,3,301,万科四季花城五期玉兰苑 (B座301),b座,,3,301
6031,6031,坂田国际中心-f栋(1602),f栋,,16,1602,坂田国际中心-F栋 (1602),f栋,,16,1602
6032,6032,城投·七里香榭9栋(3单元3a),9栋,3单元,3,3a,城投·七里香榭9栋 (3单元3A),9栋,3单元,3,a
6033,6033,神舟承运大厦-1号楼(美食街对面),1号楼,,,,神舟承运大厦-1号楼 (美食街对面),1号楼,,,
6034,6034,万科广场(龙岗店)(2楼宜得利家居门口),,2楼,,宜得利家居门口,万科广场(龙岗店) (2楼宜得利家居门口),,,2,
6035,6035,西头新村(西头新村2区11栋403),11栋,,4,403,西头新村 (西头新村2区11栋403),11栋,,4,403
6036,6036,源创-空间(南区2号楼606),2号楼,,6,606,源创-空间 (南区2号楼606),2号楼,,6,606
6037,6037,骏佳行汽车服务(深圳)有限公司,,,,,骏佳行汽车服务(深圳)有限公司,,,,
6038,6038,星河worldtowera(负二层manner咖啡旁边保安处),,,-2,manner咖啡旁边保安处,星河WORLDTOWERA (负二层Manner咖啡旁边保安处),a,,负二层,
6039,6039,梅龙阁-b栋(4c),b栋,,4,4c,梅龙阁-B栋 (4C),b栋,,4,c
6040,6040,深圳市龙华区行知实验小学,,,,,深圳市龙华区行知实验小学,,,,
6041,6041,万科和风轩一期-d栋(深国际万科和风轩d1805),d栋,,18,1805,万科和风轩一期-D栋 (深国际万科和风轩D1805),d栋,,18,1805
6042,6042,星河丹堤e区-1栋(星河丹提e—1—1002),1栋,,10,1002,星河丹堤E区-1栋 (星河丹提E—1—1002),1栋,1,10,1002
6043,6043,水尾一区-42栋(吉瑞公寓402),42栋,,4,402,水尾一区-42栋 (吉瑞公寓402),42栋,,4,402
6044,6044,星河盛世-a3栋(2单元1903),a3栋,2单元,19,1903,星河盛世-A3栋 (2单元1903),a3栋,2单元,19,1903
6045,6045,民乐花园-24栋(龙华区民乐花园24栋a202),24栋|24栋,,2,202,民乐花园-24栋 (龙华区民乐花园24栋a 202),24栋,a,2,202
6046,6046,美惠购(烟酒柜台),,,,烟酒柜台,美惠购 (烟酒柜台),,,,
6047,6047,圆梦科技大厦(701),,,7,701,圆梦科技大厦 (701),,,7,701
6048,6048,桔子酒店(深圳北站店)(8532),,,,8532,桔子酒店(深圳北站店) (8532),,,5,8532
6049,6049,信义·嘉御山(1c2315),,,23,15,信义·嘉御山 (1C2315),1c,,23,2315
6050,6050,名居广场(3栋a座803),3栋a座,,8,803,名居广场 (3栋A座803),3栋a座,,8,803
6051,6051,星河丹堤e区-3栋(星河丹堤e区3栋3单元801室),3栋,3单元,8,801室,星河丹堤E区-3栋 (星河丹堤E区3栋3单元801室),3栋,3单元,8,801室
6052,6052,保利上城花园2期(2栋1单元802),2栋,1单元,8,02,保利上城花园2期 (2栋1单元802),2栋,1单元,8,802
6053,6053,壹成中心第六区(3c3806),,3c,38,3806,壹成中心第六区 (3c3806),3c,,38,3806
6054,6054,银湖谷-8号楼(706),8号楼,,7,706,银湖谷-8号楼 (706),8号楼,,7,706
6055,6055,东明大厦(民康路)(306),,,3,306,东明大厦(民康路) (306),,,3,306
6056,6056,深圳星河吉酒店，臻品之选(酒店大堂),,,,酒店大堂,深圳星河吉酒店，臻品之选 (酒店大堂),,,,
6057,6057,汇德公寓(3座1702),3座,,17,1702,汇德公寓 (3座1702),3座,,17,1702
6058,6058,华业玫瑰四季ⅱ-3号楼(1单元904),3号楼,1单元,9,04,华业玫瑰四季Ⅱ-3号楼 (1单元904),3号楼,1单元,9,904
6059,6059,爱车地带汽车服务部(华南物流店)(九栋111商铺),九栋,111商铺,,,爱车地带汽车服务部(华南物流店) (九栋111商铺),9栋,,1,111
6060,6060,中宝通创意基地(a2栋521),a2栋,,5,521,中宝通创意基地 (A2栋521),a2栋,,5,521
6061,6061,安宏基天曜广场-a栋((放餐柜）（免拨电话)),a栋,,,,安宏基天曜广场-A栋 ((放餐柜）（免拨电话)),a栋,,,
6062,6062,1970科技小镇-1栋(1栋512),1栋,,5,512,1970科技小镇-1栋 (1栋512),1栋,,5,512
6063,6063,龙岸花园2期(4栋9c),4栋,9c,,,龙岸花园2期 (4栋9c),4栋,,9,c
6064,6064,华业玫瑰四季(一期2-1-3单元26d),,3单元,26,26d,华业玫瑰四季 (一期2-1-3单元26D),2栋1座,3单元,26,d
6065,6065,澳门新村49栋(201),49栋,,2,201,澳门新村49栋 (201),49栋,,2,201
6066,6066,星河worldb座(19楼),,,19,,星河WORLDB座 (19楼),b座,,19,
6067,6067,深海大厦(5016),,,5,016,深海大厦 (5016),,,50,5016
6068,6068,华侨城北站壹号(2栋904（写字楼）),2栋,,9,04,华侨城北站壹号 (2栋904（写字楼）),2栋,,9,904
6069,6069,中铁诺德公馆1期(诺德公馆1期2b503),,,5,503,中铁诺德公馆1期 (诺德公馆1期 2b503),2b,,5,503
6070,6070,四季花城樱花苑-a32座(a32),a32座,,,,四季花城樱花苑-A32座 (A32),a32座,,,
6071,6071,凤七江湖大排档·果逗缘茶,,,,,凤七江湖大排档·果逗缘茶,,,,
6072,6072,和勘工业区-a4栋(a4栋408),a4栋,,4,408,和勘工业区-A4栋 (A4栋408),a4栋,,4,408
6073,6073,展滔科技大厦-a座(708a),a座,,7,08a,展滔科技大厦-A座 (708A),a座,,7,708a
6074,6074,坂田1970文创园-2栋(坂田1970科创园2栋206),2栋,,2,206,坂田1970文创园-2栋 (坂田1970科创园2栋206),2栋,,2,206
6075,6075,鑫海公寓(龙华区民治街道办鑫海公寓e1223),,,12,23,鑫海公寓 (龙华区民治街道办鑫海公寓E1223),e,,12,1223
6076,6076,碧水龙庭(民丰路)(10栋2单元8c),10栋,2单元,8,8c,碧水龙庭(民丰路) (10栋2单元8C),10栋,2单元,8,c
6077,6077,星河传奇2期(b座902),b座,,9,02,星河传奇2期 (B座902),b座,,9,902
6078,6078,鸣竹苑(龙岗区坂田街道万科四季花城二区鸣竹苑7栋a单元101),7栋,a单元,1,101,鸣竹苑 (龙岗区坂田街道万科四季花城二区鸣竹苑7栋A单元101),7栋,a单元,1,101
6079,6079,坂田国际中心-f栋(12楼),f栋,,12,,坂田国际中心-F栋 (12楼),f栋,,12楼,
6080,6080,民康高级公寓(a1904),,a,19,1904,民康高级公寓 (A1904),a栋,,19,1904
6081,6081,深圳细刻网络科技有限公司(6栋a（3楼货架）),6栋,a,3,货架,深圳细刻网络科技有限公司 (6栋a（3楼货架）),6栋a,,3,
6082,6082,壹成中心花园第五区1b栋-2单元(2307),1b栋,2单元|2,23,07,壹成中心花园第五区1B栋-2单元 (2307),1b栋,2单元,23,2307
6083,6083,四季花城紫荆苑e座(402),e座,,4,02,四季花城紫荆苑E座 (402),e座,,4,402
6084,6084,中海锦城-3c座(26c),3c座,,26,26c,中海锦城-3C座 (26C),3c座,,26,c
6085,6085,幸福枫景-2栋(幸福枫景2b栋2单元801),2栋,2单元,8,801,幸福枫景-2栋 (幸福枫景2b栋2单元801),2b栋,2单元,8,801
6086,6086,春华四季园一期(11栋2单元2b),11栋,2单元,2,2b,春华四季园一期 (11栋2单元2B),11栋,2单元,2,b
6087,6087,民乐科技园-b栋(b栋501地主贸易有限公司),b栋,,5,501地主贸易有限公司,民乐科技园-B栋 (B栋501地主贸易有限公司),b栋,,5,501
6088,6088,惠州市新明海科技有限公司(门口),,,,门口,惠州市新明海科技有限公司 (门口),,,,
6089,6089,江南创意大厦(9楼901室),,,9,901室,江南创意大厦 (9楼901室),,,9,901
6090,6090,龙岸花园-1栋(15ab),1栋,,15,15ab,龙岸花园-1栋 (15AB),1栋,,15,ab
6091,6091,华为百草园-西南门,,,,,华为百草园-西南门,,,,
6092,6092,星河丹堤e区-6栋(6栋2201),6栋,,22,01,星河丹堤E区-6栋 (6栋2201),6栋,,22,2201
6093,6093,和健云谷(2栋b座918),2栋|b座,,9,18,和健云谷 (2栋B座918),2栋b座,,9,918
6094,6094,龙光玖钻南区-4a栋(708室),4a栋,,7,08,龙光玖钻南区-4A栋 (708室),4a栋,,7,708室
6095,6095,佳兆业水岸新都-42栋(五期42栋1206),42栋,,12,1206,佳兆业水岸新都-42栋 (五期42栋1206),42栋,,12,1206
6096,6096,星河world1期(a栋1503),a栋,,15,03,星河WORLD1期 (A栋1503),a栋,,15,1503
6097,6097,智慧谷创新广场(民治大道)(302),,,3,02,智慧谷创新广场(民治大道) (302),,,3,302
6098,6098,龙悦居四期-1栋(1905),1栋,,19,1905,龙悦居四期-1栋 (1905),1栋,,19,1905
6099,6099,春华四季园-南门(34栋一单元2b),34栋,一单元,2,2b,春华四季园-南门 (34栋一单元2B),34栋,一单元,2,b
6100,6100,华业玫瑰四季一期(东北1门)(1栋1座1单元9b),1栋|1座,1单元,9,9b,华业玫瑰四季一期(东北1门) (1栋1座1单元9B),1栋1座,1单元,9,b
